CallSign,ExerciseTime,Latitude,Longitude,Height
SIA42,350,2.9607,102.154,9448.8
SIA489,350,2.6843,101.9531,9448.8
SIA850,350,2.6891,102.188,10668.0
SIA865,350,2.5,102.5521,10668.0
SIA395,350,2.4563,102.6111,10668.0
SIA598,350,2.2376,102.2324,11887.2
SIA311,350,2.7782,102.0135,11887.2
SIA415,350,2.1432,102.8326,11887.2
SIA431,350,2.8453,102.3597,9448.8
SIA367,350,2.8256,101.799,9448.8
SIA989,350,2.3944,101.905,9448.8
SIA914,350,2.3552,102.0006,11887.2
SIA266,350,2.2108,102.0779,9448.8
SIA777,350,2.1491,102.8933,9448.8
SIA803,350,2.4476,102.2382,10668.0
SIA524,350,2.8889,102.8309,11887.2
SIA912,350,2.2138,103.1951,9448.8
SIA941,350,2.3627,102.8212,11887.2
SIA992,350,2.9326,102.1041,11887.2
SIA395,351,2.4558,102.612,10668.0
SIA489,351,2.6847,101.9522,9448.8
SIA42,351,2.9598,102.1546,9448.8
SIA992,351,2.932,102.1033,11887.2
SIA865,351,2.5,102.5531,10668.0
SIA912,351,2.2139,103.1941,9448.8
SIA598,351,2.2377,102.2313,11887.2
SIA941,351,2.3617,102.8208,11887.2
SIA989,351,2.3935,101.9054,9448.8
SIA498,351,2.8619,102.5005,11887.2
SIA367,351,2.8265,101.7983,9448.8
SIA415,351,2.1422,102.8328,11887.2
SIA524,351,2.8892,102.8319,11887.2
SIA850,351,2.6901,102.188,10668.0
SIA266,351,2.2101,102.0787,9448.8
SIA777,351,2.1487,102.8923,9448.8
SIA311,351,2.7773,102.013,11887.2
SIA803,351,2.4484,102.2376,10668.0
SIA431,351,2.8449,102.3607,9448.8
SIA914,351,2.3558,101.9997,11887.2
SIA777,352,2.1483,102.8914,9448.8
SIA914,352,2.3564,101.9989,11887.2
SIA941,352,2.3608,102.8205,11887.2
SIA598,352,2.2378,102.2303,11887.2
SIA912,352,2.2141,103.193,9448.8
SIA865,352,2.5,102.5542,10668.0
SIA42,352,2.959,102.1553,9448.8
SIA266,352,2.2095,102.0796,9448.8
SIA803,352,2.4493,102.2371,10668.0
SIA489,352,2.6851,101.9512,9448.8
SIA524,352,2.8894,102.8329,11887.2
SIA498,352,2.8616,102.5015,11887.2
SIA311,352,2.7763,102.0126,11887.2
SIA367,352,2.8273,101.7976,9448.8
SIA992,352,2.9313,102.1024,11887.2
SIA431,352,2.8446,102.3616,9448.8
SIA989,352,2.3925,101.9058,9448.8
SIA415,352,2.1411,102.833,11887.2
SIA850,352,2.6912,102.1879,10668.0
SIA395,352,2.4553,102.6129,10668.0
SIA912,353,2.2142,103.192,9448.8
SIA367,353,2.8281,101.7969,9448.8
SIA941,353,2.3598,102.8202,11887.2
SIA598,353,2.2379,102.2293,11887.2
SIA266,353,2.2088,102.0804,9448.8
SIA431,353,2.8442,102.3626,9448.8
SIA989,353,2.3915,101.9062,9448.8
SIA42,353,2.9582,102.156,9448.8
SIA914,353,2.357,101.998,11887.2
SIA803,353,2.4502,102.2365,10668.0
SIA395,353,2.4547,102.6138,10668.0
SIA865,353,2.5,102.5552,10668.0
SIA498,353,2.8613,102.5025,11887.2
SIA992,353,2.9307,102.1016,11887.2
SIA415,353,2.1401,102.8332,11887.2
SIA524,353,2.8897,102.8339,11887.2
SIA311,353,2.7754,102.0122,11887.2
SIA777,353,2.1479,102.8904,9448.8
SIA850,353,2.6922,102.1878,10668.0
SIA489,353,2.6854,101.9502,9448.8
SIA524,354,2.89,102.8349,11887.2
SIA850,354,2.6932,102.1878,10668.0
SIA598,354,2.238,102.2282,11887.2
SIA992,354,2.9301,102.1008,11887.2
SIA42,354,2.9574,102.1566,9448.8
SIA865,354,2.5,102.5563,10668.0
SIA941,354,2.3588,102.8198,11887.2
SIA431,354,2.8438,102.3636,9448.8
SIA311,354,2.7744,102.0118,11887.2
SIA415,354,2.1391,102.8334,11887.2
SIA803,354,2.451,102.2359,10668.0
SIA489,354,2.6858,101.9492,9448.8
SIA989,354,2.3905,101.9066,9448.8
SIA266,354,2.2082,102.0813,9448.8
SIA777,354,2.1476,102.8894,9448.8
SIA498,354,2.8611,102.5035,11887.2
SIA912,354,2.2144,103.1909,9448.8
SIA367,354,2.8289,101.7963,9448.8
SIA914,354,2.3576,101.9972,11887.2
SIA395,354,2.4542,102.6147,10668.0
SIA524,355,2.8903,102.8359,11887.2
SIA865,355,2.5,102.5573,10668.0
SIA489,355,2.6862,101.9482,9448.8
SIA992,355,2.9295,102.0999,11887.2
SIA850,355,2.6943,102.1877,10668.0
SIA498,355,2.8608,102.5045,11887.2
SIA415,355,2.1381,102.8336,11887.2
SIA311,355,2.7735,102.0114,11887.2
SIA598,355,2.2382,102.2272,11887.2
SIA42,355,2.9566,102.1573,9448.8
SIA914,355,2.3582,101.9964,11887.2
SIA803,355,2.4519,102.2354,10668.0
SIA266,355,2.2075,102.0821,9448.8
SIA431,355,2.8434,102.3646,9448.8
SIA989,355,2.3895,101.907,9448.8
SIA367,355,2.8297,101.7956,9448.8
SIA941,355,2.3578,102.8195,11887.2
SIA395,355,2.4537,102.6157,10668.0
SIA777,355,2.1472,102.8884,9448.8
SIA912,355,2.2145,103.1899,9448.8
SIA598,356,2.2383,102.2262,11887.2
SIA415,356,2.1371,102.8338,11887.2
SIA989,356,2.3886,101.9074,9448.8
SIA992,356,2.9289,102.0991,11887.2
SIA395,356,2.4532,102.6166,10668.0
SIA941,356,2.3569,102.8191,11887.2
SIA498,356,2.8605,102.5055,11887.2
SIA489,356,2.6865,101.9472,9448.8
SIA777,356,2.1468,102.8874,9448.8
SIA803,356,2.4528,102.2348,10668.0
SIA266,356,2.2069,102.0829,9448.8
SIA367,356,2.8305,101.7949,9448.8
SIA311,356,2.7726,102.0109,11887.2
SIA912,356,2.2147,103.1888,9448.8
SIA914,356,2.3588,101.9955,11887.2
SIA42,356,2.9557,102.158,9448.8
SIA850,356,2.6953,102.1877,10668.0
SIA524,356,2.8905,102.8369,11887.2
SIA865,356,2.5,102.5583,10668.0
SIA431,356,2.843,102.3656,9448.8
SIA431,357,2.8427,102.3666,9448.8
SIA865,357,2.5,102.5594,10668.0
SIA415,357,2.1361,102.834,11887.2
SIA489,357,2.6869,101.9462,9448.8
SIA992,357,2.9283,102.0983,11887.2
SIA803,357,2.4537,102.2342,10668.0
SIA42,357,2.9549,102.1586,9448.8
SIA266,357,2.2062,102.0838,9448.8
SIA598,357,2.2384,102.2252,11887.2
SIA989,357,2.3876,101.9078,9448.8
SIA941,357,2.3559,102.8188,11887.2
SIA777,357,2.1464,102.8865,9448.8
SIA912,357,2.2148,103.1878,9448.8
SIA498,357,2.8603,102.5065,11887.2
SIA914,357,2.3594,101.9947,11887.2
SIA850,357,2.6964,102.1876,10668.0
SIA395,357,2.4527,102.6175,10668.0
SIA311,357,2.7716,102.0105,11887.2
SIA367,357,2.8313,101.7942,9448.8
SIA524,357,2.8908,102.8379,11887.2
SIA489,358,2.6872,101.9452,9448.8
SIA42,358,2.9541,102.1593,9448.8
SIA598,358,2.2385,102.2241,11887.2
SIA914,358,2.3601,101.9939,11887.2
SIA989,358,2.3866,101.9082,9448.8
SIA992,358,2.9277,102.0974,11887.2
SIA524,358,2.8911,102.8389,11887.2
SIA865,358,2.5,102.5604,10668.0
SIA850,358,2.6974,102.1876,10668.0
SIA498,358,2.86,102.5075,11887.2
SIA777,358,2.146,102.8855,9448.8
SIA266,358,2.2056,102.0846,9448.8
SIA395,358,2.4521,102.6184,10668.0
SIA803,358,2.4545,102.2337,10668.0
SIA367,358,2.8321,101.7935,9448.8
SIA415,358,2.1351,102.8342,11887.2
SIA431,358,2.8423,102.3676,9448.8
SIA311,358,2.7707,102.0101,11887.2
SIA912,358,2.215,103.1867,9448.8
SIA941,358,2.3549,102.8185,11887.2
SIA777,359,2.1456,102.8845,9448.8
SIA415,359,2.134,102.8344,11887.2
SIA992,359,2.9271,102.0966,11887.2
SIA912,359,2.2151,103.1857,9448.8
SIA865,359,2.5,102.5615,10668.0
SIA989,359,2.3856,101.9086,9448.8
SIA266,359,2.2049,102.0854,9448.8
SIA941,359,2.3539,102.8181,11887.2
SIA803,359,2.4554,102.2331,10668.0
SIA598,359,2.2386,102.2231,11887.2
SIA367,359,2.8329,101.7928,9448.8
SIA42,359,2.9533,102.16,9448.8
SIA431,359,2.8419,102.3686,9448.8
SIA489,359,2.6876,101.9442,9448.8
SIA498,359,2.8597,102.5085,11887.2
SIA395,359,2.4516,102.6193,10668.0
SIA914,359,2.3607,101.993,11887.2
SIA311,359,2.7697,102.0097,11887.2
SIA850,359,2.6984,102.1875,10668.0
SIA524,359,2.8913,102.8399,11887.2
SIA367,360,2.8338,101.7922,9448.8
SIA777,360,2.1452,102.8835,9448.8
SIA266,360,2.2043,102.0863,9448.8
SIA992,360,2.9265,102.0957,11887.2
SIA912,360,2.2153,103.1846,9448.8
SIA431,360,2.8415,102.3696,9448.8
SIA42,360,2.9524,102.1607,9448.8
SIA865,360,2.5,102.5625,10668.0
SIA311,360,2.7688,102.0092,11887.2
SIA524,360,2.8916,102.8409,11887.2
SIA941,360,2.3529,102.8178,11887.2
SIA803,360,2.4563,102.2325,10668.0
SIA489,360,2.688,101.9432,9448.8
SIA989,360,2.3846,101.909,9448.8
SIA598,360,2.2387,102.2221,11887.2
SIA395,360,2.4511,102.6202,10668.0
SIA850,360,2.6995,102.1875,10668.0
SIA498,360,2.8595,102.5095,11887.2
SIA914,360,2.3613,101.9922,11887.2
SIA415,360,2.133,102.8346,11887.2
SIA865,361,2.5,102.5636,10668.0
SIA989,361,2.3836,101.9094,9448.8
SIA42,361,2.9516,102.1613,9448.8
SIA489,361,2.6883,101.9422,9448.8
SIA598,361,2.2388,102.221,11887.2
SIA777,361,2.1448,102.8825,9448.8
SIA912,361,2.2154,103.1836,9448.8
SIA498,361,2.8592,102.5105,11887.2
SIA266,361,2.2036,102.0871,9448.8
SIA311,361,2.7678,102.0088,11887.2
SIA941,361,2.352,102.8175,11887.2
SIA395,361,2.4506,102.6211,10668.0
SIA431,361,2.8411,102.3706,9448.8
SIA367,361,2.8346,101.7915,9448.8
SIA992,361,2.9259,102.0949,11887.2
SIA415,361,2.132,102.8348,11887.2
SIA850,361,2.7005,102.1874,10668.0
SIA803,361,2.4572,102.232,10668.0
SIA914,361,2.3619,101.9913,11887.2
SIA524,361,2.8919,102.8419,11887.2
SIA367,362,2.8354,101.7908,9448.8
SIA395,362,2.4501,102.622,10668.0
SIA912,362,2.2156,103.1825,9448.8
SIA489,362,2.6887,101.9412,9448.8
SIA431,362,2.8408,102.3715,9448.8
SIA989,362,2.3827,101.9098,9448.8
SIA777,362,2.1444,102.8815,9448.8
SIA914,362,2.3625,101.9905,11887.2
SIA311,362,2.7669,102.0084,11887.2
SIA803,362,2.458,102.2314,10668.0
SIA415,362,2.131,102.835,11887.2
SIA941,362,2.351,102.8171,11887.2
SIA992,362,2.9253,102.0941,11887.2
SIA498,362,2.8589,102.5115,11887.2
SIA850,362,2.7015,102.1874,10668.0
SIA42,362,2.9508,102.162,9448.8
SIA598,362,2.2389,102.22,11887.2
SIA865,362,2.5,102.5646,10668.0
SIA524,362,2.8921,102.8429,11887.2
SIA266,362,2.203,102.0879,9448.8
SIA524,363,2.8924,102.8439,11887.2
SIA992,363,2.9247,102.0932,11887.2
SIA489,363,2.6891,101.9402,9448.8
SIA989,363,2.3817,101.9102,9448.8
SIA914,363,2.3631,101.9897,11887.2
SIA941,363,2.35,102.8168,11887.2
SIA431,363,2.8404,102.3725,9448.8
SIA367,363,2.8362,101.7901,9448.8
SIA865,363,2.5,102.5656,10668.0
SIA803,363,2.4589,102.2308,10668.0
SIA415,363,2.13,102.8352,11887.2
SIA311,363,2.7659,102.008,11887.2
SIA912,363,2.2157,103.1815,9448.8
SIA850,363,2.7026,102.1873,10668.0
SIA777,363,2.144,102.8806,9448.8
SIA598,363,2.239,102.219,11887.2
SIA395,363,2.4495,102.6229,10668.0
SIA498,363,2.8587,102.5125,11887.2
SIA42,363,2.95,102.1627,9448.8
SIA266,363,2.2023,102.0888,9448.8
SIA989,364,2.3807,101.9106,9448.8
SIA266,364,2.2017,102.0896,9448.8
SIA498,364,2.8584,102.5135,11887.2
SIA431,364,2.84,102.3735,9448.8
SIA367,364,2.837,101.7894,9448.8
SIA914,364,2.3637,101.9888,11887.2
SIA850,364,2.7036,102.1872,10668.0
SIA992,364,2.9241,102.0924,11887.2
SIA489,364,2.6894,101.9392,9448.8
SIA395,364,2.449,102.6238,10668.0
SIA42,364,2.9491,102.1633,9448.8
SIA777,364,2.1436,102.8796,9448.8
SIA311,364,2.765,102.0076,11887.2
SIA598,364,2.2391,102.2179,11887.2
SIA865,364,2.5,102.5667,10668.0
SIA803,364,2.4598,102.2303,10668.0
SIA941,364,2.349,102.8164,11887.2
SIA912,364,2.2159,103.1804,9448.8
SIA415,364,2.129,102.8354,11887.2
SIA524,364,2.8927,102.8449,11887.2
SIA865,365,2.5,102.5677,10668.0
SIA489,365,2.6898,101.9382,9448.8
SIA777,365,2.1432,102.8786,9448.8
SIA266,365,2.201,102.0904,9448.8
SIA498,365,2.8581,102.5145,11887.2
SIA912,365,2.216,103.1794,9448.8
SIA367,365,2.8378,101.7888,9448.8
SIA395,365,2.4485,102.6247,10668.0
SIA42,365,2.9483,102.164,9448.8
SIA598,365,2.2392,102.2169,11887.2
SIA415,365,2.1279,102.8356,11887.2
SIA311,365,2.7641,102.0071,11887.2
SIA992,365,2.9234,102.0916,11887.2
SIA850,365,2.7047,102.1872,10668.0
SIA524,365,2.8929,102.8459,11887.2
SIA914,365,2.3643,101.988,11887.2
SIA941,365,2.3481,102.8161,11887.2
SIA431,365,2.8396,102.3745,9448.8
SIA989,365,2.3797,101.911,9448.8
SIA803,365,2.4607,102.2297,10668.0
SIA524,366,2.8932,102.8469,11887.2
SIA598,366,2.2393,102.2159,11887.2
SIA865,366,2.5,102.5688,10668.0
SIA992,366,2.9228,102.0907,11887.2
SIA912,366,2.2162,103.1783,9448.8
SIA266,366,2.2004,102.0913,9448.8
SIA850,366,2.7057,102.1871,10668.0
SIA498,366,2.8579,102.5155,11887.2
SIA777,366,2.1428,102.8776,9448.8
SIA489,366,2.6901,101.9372,9448.8
SIA989,366,2.3787,101.9114,9448.8
SIA415,366,2.1269,102.8358,11887.2
SIA395,366,2.448,102.6256,10668.0
SIA431,366,2.8392,102.3755,9448.8
SIA311,366,2.7631,102.0067,11887.2
SIA914,366,2.3649,101.9872,11887.2
SIA42,366,2.9475,102.1647,9448.8
SIA803,366,2.4615,102.2291,10668.0
SIA941,366,2.3471,102.8158,11887.2
SIA367,366,2.8386,101.7881,9448.8
SIA415,367,2.1259,102.836,11887.2
SIA914,367,2.3655,101.9863,11887.2
SIA850,367,2.7067,102.1871,10668.0
SIA598,367,2.2395,102.2149,11887.2
SIA865,367,2.5,102.5698,10668.0
SIA941,367,2.3461,102.8154,11887.2
SIA367,367,2.8394,101.7874,9448.8
SIA431,367,2.8389,102.3765,9448.8
SIA266,367,2.1997,102.0921,9448.8
SIA989,367,2.3777,101.9118,9448.8
SIA524,367,2.8935,102.8479,11887.2
SIA912,367,2.2163,103.1773,9448.8
SIA992,367,2.9222,102.0899,11887.2
SIA777,367,2.1424,102.8766,9448.8
SIA803,367,2.4624,102.2286,10668.0
SIA498,367,2.8576,102.5165,11887.2
SIA42,367,2.9467,102.1653,9448.8
SIA311,367,2.7622,102.0063,11887.2
SIA395,367,2.4475,102.6265,10668.0
SIA489,367,2.6905,101.9362,9448.8
SIA415,368,2.1249,102.8362,11887.2
SIA992,368,2.9216,102.089,11887.2
SIA266,368,2.1991,102.0929,9448.8
SIA42,368,2.9458,102.166,9448.8
SIA489,368,2.6909,101.9352,9448.8
SIA367,368,2.8403,101.7867,9448.8
SIA941,368,2.3451,102.8151,11887.2
SIA498,368,2.8573,102.5175,11887.2
SIA524,368,2.8937,102.8489,11887.2
SIA311,368,2.7612,102.0059,11887.2
SIA598,368,2.2396,102.2138,11887.2
SIA912,368,2.2164,103.1762,9448.8
SIA850,368,2.7078,102.187,10668.0
SIA431,368,2.8385,102.3775,9448.8
SIA395,368,2.4469,102.6274,10668.0
SIA914,368,2.3661,101.9855,11887.2
SIA865,368,2.5,102.5709,10668.0
SIA777,368,2.142,102.8756,9448.8
SIA803,368,2.4633,102.228,10668.0
SIA989,368,2.3768,101.9122,9448.8
SIA941,369,2.3441,102.8148,11887.2
SIA395,369,2.4464,102.6283,10668.0
SIA865,369,2.5,102.5719,10668.0
SIA415,369,2.1239,102.8364,11887.2
SIA266,369,2.1984,102.0938,9448.8
SIA989,369,2.3758,101.9126,9448.8
SIA850,369,2.7088,102.187,10668.0
SIA777,369,2.1416,102.8747,9448.8
SIA992,369,2.921,102.0882,11887.2
SIA498,369,2.8571,102.5185,11887.2
SIA431,369,2.8381,102.3785,9448.8
SIA524,369,2.894,102.8499,11887.2
SIA311,369,2.7603,102.0055,11887.2
SIA598,369,2.2397,102.2128,11887.2
SIA489,369,2.6912,101.9342,9448.8
SIA912,369,2.2166,103.1752,9448.8
SIA367,369,2.8411,101.786,9448.8
SIA803,369,2.4641,102.2274,10668.0
SIA42,369,2.945,102.1667,9448.8
SIA914,369,2.3667,101.9846,11887.2
SIA992,370,2.9204,102.0874,11887.2
SIA941,370,2.3432,102.8144,11887.2
SIA431,370,2.8377,102.3795,9448.8
SIA395,370,2.4459,102.6292,10668.0
SIA912,370,2.2167,103.1741,9448.8
SIA266,370,2.1978,102.0946,9448.8
SIA989,370,2.3748,101.913,9448.8
SIA914,370,2.3673,101.9838,11887.2
SIA311,370,2.7593,102.005,11887.2
SIA489,370,2.6916,101.9332,9448.8
SIA865,370,2.5,102.5729,10668.0
SIA803,370,2.465,102.2269,10668.0
SIA777,370,2.1412,102.8737,9448.8
SIA42,370,2.9442,102.1673,9448.8
SIA415,370,2.1229,102.8366,11887.2
SIA850,370,2.7099,102.1869,10668.0
SIA498,370,2.8568,102.5195,11887.2
SIA524,370,2.8943,102.8509,11887.2
SIA598,370,2.2398,102.2118,11887.2
SIA367,370,2.8419,101.7853,9448.8
SIA941,371,2.3422,102.8141,11887.2
SIA803,371,2.4659,102.2263,10668.0
SIA42,371,2.9434,102.168,9448.8
SIA914,371,2.368,101.983,11887.2
SIA311,371,2.7584,102.0046,11887.2
SIA367,371,2.8427,101.7847,9448.8
SIA777,371,2.1408,102.8727,9448.8
SIA489,371,2.692,101.9322,9448.8
SIA498,371,2.8565,102.5205,11887.2
SIA850,371,2.7109,102.1869,10668.0
SIA415,371,2.1219,102.8368,11887.2
SIA989,371,2.3738,101.9134,9448.8
SIA865,371,2.5,102.574,10668.0
SIA992,371,2.9198,102.0865,11887.2
SIA431,371,2.8373,102.3805,9448.8
SIA598,371,2.2399,102.2107,11887.2
SIA524,371,2.8945,102.8519,11887.2
SIA395,371,2.4454,102.6301,10668.0
SIA912,371,2.2169,103.1731,9448.8
SIA266,371,2.1971,102.0955,9448.8
SIA395,372,2.4448,102.631,10668.0
SIA367,372,2.8435,101.784,9448.8
SIA941,372,2.3412,102.8137,11887.2
SIA914,372,2.3686,101.9821,11887.2
SIA598,372,2.24,102.2097,11887.2
SIA311,372,2.7574,102.0042,11887.2
SIA912,372,2.217,103.172,9448.8
SIA524,372,2.8948,102.8529,11887.2
SIA498,372,2.8563,102.5215,11887.2
SIA489,372,2.6923,101.9312,9448.8
SIA989,372,2.3728,101.9138,9448.8
SIA850,372,2.7119,102.1868,10668.0
SIA42,372,2.9426,102.1687,9448.8
SIA266,372,2.1964,102.0963,9448.8
SIA431,372,2.837,102.3815,9448.8
SIA777,372,2.1404,102.8717,9448.8
SIA992,372,2.9192,102.0857,11887.2
SIA803,372,2.4668,102.2257,10668.0
SIA865,372,2.5,102.575,10668.0
SIA415,372,2.1208,102.837,11887.2
SIA367,373,2.8443,101.7833,9448.8
SIA912,373,2.2172,103.171,9448.8
SIA914,373,2.3692,101.9813,11887.2
SIA598,373,2.2401,102.2087,11887.2
SIA311,373,2.7565,102.0038,11887.2
SIA865,373,2.5,102.5761,10668.0
SIA524,373,2.8951,102.8539,11887.2
SIA415,373,2.1198,102.8372,11887.2
SIA992,373,2.9186,102.0849,11887.2
SIA498,373,2.856,102.5225,11887.2
SIA395,373,2.4443,102.6319,10668.0
SIA42,373,2.9417,102.1693,9448.8
SIA266,373,2.1958,102.0971,9448.8
SIA989,373,2.3719,101.9142,9448.8
SIA850,373,2.713,102.1868,10668.0
SIA431,373,2.8366,102.3824,9448.8
SIA777,373,2.14,102.8707,9448.8
SIA941,373,2.3402,102.8134,11887.2
SIA803,373,2.4676,102.2252,10668.0
SIA489,373,2.6927,101.9302,9448.8
SIA989,374,2.3709,101.9146,9448.8
SIA914,374,2.3698,101.9805,11887.2
SIA912,374,2.2173,103.1699,9448.8
SIA941,374,2.3393,102.8131,11887.2
SIA367,374,2.8451,101.7826,9448.8
SIA598,374,2.2402,102.2077,11887.2
SIA850,374,2.714,102.1867,10668.0
SIA777,374,2.1396,102.8697,9448.8
SIA415,374,2.1188,102.8374,11887.2
SIA803,374,2.4685,102.2246,10668.0
SIA311,374,2.7556,102.0034,11887.2
SIA865,374,2.5,102.5771,10668.0
SIA395,374,2.4438,102.6328,10668.0
SIA431,374,2.8362,102.3834,9448.8
SIA489,374,2.693,101.9292,9448.8
SIA524,374,2.8953,102.8549,11887.2
SIA992,374,2.918,102.084,11887.2
SIA42,374,2.9409,102.17,9448.8
SIA266,374,2.1951,102.098,9448.8
SIA498,374,2.8557,102.5235,11887.2
SIA311,375,2.7546,102.0029,11887.2
SIA395,375,2.4433,102.6337,10668.0
SIA865,375,2.5,102.5781,10668.0
SIA850,375,2.7151,102.1866,10668.0
SIA598,375,2.2403,102.2066,11887.2
SIA989,375,2.3699,101.915,9448.8
SIA914,375,2.3704,101.9796,11887.2
SIA803,375,2.4694,102.224,10668.0
SIA524,375,2.8956,102.8559,11887.2
SIA992,375,2.9174,102.0832,11887.2
SIA498,375,2.8555,102.5245,11887.2
SIA415,375,2.1178,102.8376,11887.2
SIA431,375,2.8358,102.3844,9448.8
SIA912,375,2.2175,103.1689,9448.8
SIA777,375,2.1392,102.8688,9448.8
SIA266,375,2.1945,102.0988,9448.8
SIA489,375,2.6934,101.9282,9448.8
SIA42,375,2.9401,102.1707,9448.8
SIA941,375,2.3383,102.8127,11887.2
SIA367,375,2.8459,101.7819,9448.8
SIA498,376,2.8552,102.5255,11887.2
SIA914,376,2.371,101.9788,11887.2
SIA311,376,2.7537,102.0025,11887.2
SIA42,376,2.9393,102.1713,9448.8
SIA524,376,2.8959,102.8569,11887.2
SIA395,376,2.4428,102.6346,10668.0
SIA431,376,2.8354,102.3854,9448.8
SIA266,376,2.1938,102.0996,9448.8
SIA989,376,2.3689,101.9154,9448.8
SIA489,376,2.6938,101.9272,9448.8
SIA941,376,2.3373,102.8124,11887.2
SIA992,376,2.9168,102.0823,11887.2
SIA598,376,2.2404,102.2056,11887.2
SIA865,376,2.5,102.5792,10668.0
SIA415,376,2.1168,102.8378,11887.2
SIA777,376,2.1388,102.8678,9448.8
SIA803,376,2.4703,102.2235,10668.0
SIA850,376,2.7161,102.1866,10668.0
SIA912,376,2.2176,103.1678,9448.8
SIA367,376,2.8467,101.7813,9448.8
SIA914,377,2.3716,101.9779,11887.2
SIA989,377,2.3679,101.9158,9448.8
SIA941,377,2.3363,102.8121,11887.2
SIA865,377,2.5,102.5802,10668.0
SIA431,377,2.8351,102.3864,9448.8
SIA395,377,2.4422,102.6355,10668.0
SIA498,377,2.8549,102.5265,11887.2
SIA850,377,2.7171,102.1865,10668.0
SIA803,377,2.4711,102.2229,10668.0
SIA266,377,2.1932,102.1005,9448.8
SIA912,377,2.2178,103.1668,9448.8
SIA42,377,2.9384,102.172,9448.8
SIA367,377,2.8476,101.7806,9448.8
SIA524,377,2.8961,102.8579,11887.2
SIA992,377,2.9162,102.0815,11887.2
SIA415,377,2.1158,102.838,11887.2
SIA489,377,2.6941,101.9262,9448.8
SIA777,377,2.1384,102.8668,9448.8
SIA598,377,2.2405,102.2046,11887.2
SIA311,377,2.7527,102.0021,11887.2
SIA989,378,2.3669,101.9162,9448.8
SIA415,378,2.1148,102.8382,11887.2
SIA865,378,2.5,102.5813,10668.0
SIA803,378,2.472,102.2223,10668.0
SIA431,378,2.8347,102.3874,9448.8
SIA850,378,2.7182,102.1865,10668.0
SIA266,378,2.1925,102.1013,9448.8
SIA777,378,2.138,102.8658,9448.8
SIA992,378,2.9155,102.0807,11887.2
SIA941,378,2.3353,102.8117,11887.2
SIA489,378,2.6945,101.9252,9448.8
SIA395,378,2.4417,102.6364,10668.0
SIA367,378,2.8484,101.7799,9448.8
SIA42,378,2.9376,102.1727,9448.8
SIA311,378,2.7518,102.0017,11887.2
SIA498,378,2.8547,102.5275,11887.2
SIA914,378,2.3722,101.9771,11887.2
SIA912,378,2.2179,103.1657,9448.8
SIA598,378,2.2406,102.2035,11887.2
SIA524,378,2.8964,102.8589,11887.2
SIA415,379,2.1137,102.8384,11887.2
SIA524,379,2.8967,102.8599,11887.2
SIA489,379,2.6949,101.9242,9448.8
SIA598,379,2.2408,102.2025,11887.2
SIA992,379,2.9149,102.0798,11887.2
SIA850,379,2.7192,102.1864,10668.0
SIA311,379,2.7508,102.0012,11887.2
SIA367,379,2.8492,101.7792,9448.8
SIA42,379,2.9368,102.1733,9448.8
SIA395,379,2.4412,102.6373,10668.0
SIA912,379,2.2181,103.1647,9448.8
SIA941,379,2.3344,102.8114,11887.2
SIA266,379,2.1919,102.1021,9448.8
SIA803,379,2.4729,102.2217,10668.0
SIA431,379,2.8343,102.3884,9448.8
SIA914,379,2.3728,101.9763,11887.2
SIA989,379,2.366,101.9166,9448.8
SIA865,379,2.5,102.5823,10668.0
SIA498,379,2.8544,102.5285,11887.2
SIA777,379,2.1376,102.8648,9448.8
SIA367,380,2.85,101.7785,9448.8
SIA489,380,2.6952,101.9232,9448.8
SIA865,380,2.5,102.5834,10668.0
SIA850,380,2.7203,102.1864,10668.0
SIA266,380,2.1912,102.103,9448.8
SIA777,380,2.1372,102.8638,9448.8
SIA598,380,2.2409,102.2015,11887.2
SIA431,380,2.8339,102.3894,9448.8
SIA941,380,2.3334,102.8111,11887.2
SIA498,380,2.8541,102.5295,11887.2
SIA914,380,2.3734,101.9754,11887.2
SIA989,380,2.365,101.917,9448.8
SIA803,380,2.4737,102.2212,10668.0
SIA912,380,2.2182,103.1636,9448.8
SIA395,380,2.4407,102.6382,10668.0
SIA311,380,2.7499,102.0008,11887.2
SIA992,380,2.9143,102.079,11887.2
SIA415,380,2.1127,102.8386,11887.2
SIA524,380,2.8969,102.8609,11887.2
SIA42,380,2.936,102.174,9448.8
SIA367,381,2.8508,101.7778,9448.8
SIA431,381,2.8335,102.3904,9448.8
SIA266,381,2.1906,102.1038,9448.8
SIA941,381,2.3324,102.8107,11887.2
SIA777,381,2.1368,102.8629,9448.8
SIA42,381,2.9351,102.1747,9448.8
SIA914,381,2.374,101.9746,11887.2
SIA865,381,2.5,102.5844,10668.0
SIA803,381,2.4746,102.2206,10668.0
SIA912,381,2.2184,103.1626,9448.8
SIA498,381,2.8539,102.5305,11887.2
SIA850,381,2.7213,102.1863,10668.0
SIA598,381,2.241,102.2005,11887.2
SIA989,381,2.364,101.9174,9448.8
SIA395,381,2.4402,102.6391,10668.0
SIA311,381,2.7489,102.0004,11887.2
SIA489,381,2.6956,101.9223,9448.8
SIA992,381,2.9137,102.0781,11887.2
SIA524,381,2.8972,102.8619,11887.2
SIA415,381,2.1117,102.8388,11887.2
SIA598,382,2.2411,102.1994,11887.2
SIA803,382,2.4755,102.22,10668.0
SIA415,382,2.1107,102.839,11887.2
